Marsji Language — Canonical Lexical Lock						
Version: 1.0						
Locked: 16 May 2026 — 20:26 UTC						
Total Entries: 1087070						
Author: Gino Rouzee						
						
ID		    EN				        MJ
321694		fagara				bikaat
321695		fagaras				bikace
321696		fagatogo				bekiwiin
321697		fagazine				akimusu
321698		fagboy				bakiu
321699		fagbutt				bukobon
321700		fagcent				okareu
321701		fagciscan				bukiraun
321702		fagcisco				ikerawun
321703		fagdom				bakain
321704		fage				akits
321705		fagelia				bukavi
321706		fagelias				bukavaat
321707		fagen				bokip
321708		fager				bakec
321709		fagerbakke				ukotasi
321710		fagerholm				bukacuin
321711		fagerholms				bukacua
321712		fagernes				okatifot
321713		fagersta				ekutowon
321714		fagerstrom				bakecean
321715		fages				akitoi
321716		faget				bukaw
321717		fagette				iketeona
321718		fagface				bokino
321719		fagfah				ukoko
321720		fagg				okale
321721		fagged				bakou
321722		fagger				bekian
321723		faggeries				bakovaon
321724		faggery				bikavu
321725		fagget				bakoin
321726		faggi				okalu
321727		faggier				bekire
321728		faggiest				bakoriet
321729		faggified				okalumi
321730		faggifies				bokurau
321731		faggify				bakoret
321732		faggifying				ukolema
321733		faggily				bokuri
321734		fagginess				bikaruet
321735		fagging				bakoron
321736		faggingly				ekulifot
321737		faggings				bakorean
321738		faggis				okalot
321739		faggish				bokuran
321740		faggishly				ikelawo
321741		faggishness				ukolewojot
321742		faggod				bikae
321743		faggot				bikau
321744		faggoted				okalaba
321745		faggoter				ikelebe
321746		faggotery				akiliba
321747		faggotface				akiliben
321748		faggothood				bokufuin
321749		faggoting				okalabat
321750		faggotings				okalabe
321751		faggotish				ukolobe
321752		faggotism				bekifien
321753		faggotization				akilibusin
321754		faggotize				ukoloban
321755		faggotized				bikafaet
321756		faggotizes				ukolobun
321757		faggotizing				bikafatiu
321758		faggotless				ekulubin
321759		faggotly				ukolobi
321760		faggotness				akilibet
321761		faggotries				ikelebo
321762		faggotry				ekulubat
321763		faggots				bikafot
321764		faggotty				akilibot
321765		faggoty				bakofo
321766		faggy				ukolo
321767		faghag				bikeu
321768		faghfur				bokali
321769		fagi				ekunn
321770		fagin				bikop
321771		fagine				bokeo
321772		faginesque				bekapua
321773		fagins				bikou
321774		fagioli				bekafin
321775		fagiolo				bikofa
321776		fagless				bikavua
321777		faglet				iketon
321778		faglighter				akitoni
321779		faglike				bokuron
321780		fagling				iketau
321781		faglioli				akitohen
321782		faglioniverdi				bekirihue
321783		fagmaster				ukovuwon
321784		fagmo				ekuvu
321785		fagnes				bokea
321786		fagness				bokeven
321787		fagomine				bokozian
321788		fagonbush				bakapai
321789		fagopyra				ikepomun
321790		fagopyrin				bukuhein
321791		fagopyrism				akipumon
321792		fagopyrismus				ukopimova
321793		fagopyrum				ukopiman
321794		fagopyrums				ukopimun
321795		fagot				bokow
321796		fagoted				ekupuen
321797		fagoter				okapain
321798		fagoters				okapaza
321799		fagoting				ekupuse
321800		fagotings				ekupusin
321801		fagots				bokoo
321802		fagott				okapu
321803		fagotte				ekupuet
321804		fagotti				okapaa
321805		fagottino				bekewio
321806		fagottist				bekewia
321807		fagottists				bekewien
321808		fagotto				ukopoen
321809		fagottone				bakawoon
321810		fagoty				bukuet
321811		fagradalsfjall				bakinoseen
321812		fags				ekucni
321813		fagslop				ikeciun
321814		fagtard				bekenan
321815		fagus				akiwoa
321816		faguses				ukowea
321817		faguss				akiwat
321818		fagusses				ukowewen
321819		fahad				ekamui
321820		fahaka				belii
321821		faham				bulez
321822		fahan				ukime
321823		fahd				akuse
321824		fahds				akusoo
321825		faheem				beloon
321826		faherty				belocan
321827		fahey				belol
321828		faheyite				akutisea
321829		fahie				buliv
321830		fahim				biloz
321831		fahl				ukitt
321832		fahland				oketoin
321833		fahlband				bolureet
321834		fahlbands				bolurei
321835		fahleite				belivoe
321836		fahlerz				akutuun
321837		fahlerzes				ukitiqet
321838		fahlman				balozo
321839		fahlore				balofa
321840		fahlores				balofaen
321841		fahlunite				ukitifan
321842		fahlunitte				bilabuon
321843		fahmy				balil
321844		fahnenflucht				bilovunue
321845		fahnestock				boleviun
321846		fahr				ekajo
321847		fahraeus				akujaze
321848		fahrenhe				okejefa
321849		fahrenheit				beluvoo
321850		fahrenheits				beluvoseet
321851		fahrenhett				ekajafe
321852		fahrer				baliu
321853		fahrest				bulovon
321854		fahringer				ukijefat
321855		fahrner				ikojaan
321856		fahroo				akujun
321857		fahrs				ekajii
321858		fahrvergn				boladaat
321859		fahrvergnuegen				ikojizesat
321860		fahrvergnugen				ukijuzoso
321861		fahs				balu
321862		fahy				bolo
321863		faiade				bumea
321864		faiades				bumeten
321865		faial				bumev
321866		faials				bumeet
321867		faible				ikinet
321868		faibles				ikiniia
321869		faiella				okotoin
321870		faience				bamepu
321871		faiences				bamepeot
321872		faiery				bemoon
321873		faif				bemo
321874		faifeau				bamevot
321875		faifi				bemor
321876		faifo				bimuf
321877		faihriem				ikimusu
321878		faik				ukusna
321879		faiked				bomiot
321880		faikes				ikison
321881		faiking				bomiran
321882		faiks				ukusee
321883		fail				bima
321884		failable				bomunoet
321885		failaka				bumeni
321886		failance				eketefon
321887		failand				beminat
321888		failback				ukutaren
321889		failboy				ikituan
321890		failchild				okoturon
321891		faild				ikitee
321892		faildaughter				bimatoguat
321893		faile				bomuv
321894		failed				okotun
321895		failer				ikiton
321896		failes				bomua
321897		failest				okotein
321898		faileth				bomuvet
321899		failford				okotehen
321900		failgirl				bimamuet
321901		failin				eketon
321902		failing				okotuene
321903		failingly				bomuriu
321904		failingness				bimarureun
321905		failingnesss				bimarureu
321906		failings				okotufon
321907		failipino				bumeroa
321908		failla				ikitis
321909		faille				eketen
321910		failler				bemivun
321911		failles				eketeona
321912		failor				eketet
321913		failover				bimafoot
321914		failproof				eketaqin
321915		fails				bimaq
321916		failsafe				akatorin
321917		failsafed				bumeqiun
321918		failsafes				akatora
321919		failsafing				bumeqien
321920		failsoft				bemiqiot
321921		failson				ikitaun
321922		failstab				bumeqean
321923		failsworth				ukuteke
321924		failtastic				bimawoet
321925		failte				okote
321926		failure				okoteina
321927		failureless				bumebupaot
321928		failureproof				bumebupuon
321929		failures				okoteqa
321930		fain				bome
321931		faina				bimon
321932		fainaant				bemanae
321933		fainaants				bemanain
321934		fainaigue				bomeniat
321935		fainaigued				okozoson
321936		fainaiguer				ikizisa
321937		fainaiguers				ikizisaken
321938		fainaigues				bomenie
321939		fainaiguing				okozosukin
321940		fainant				bamuna
321941		fainants				bamuneen
321942		faine				bemav
321943		faineance				ukuziren
321944		faineances				ukuziron
321945		faineancies				ukuzirizat
321946		faineancy				okozera
321947		faineancys				okozeren
321948		faineant				bumivian
321949		faineanter				ukuziri
321950		faineantest				ikizorogot
321951		faineantise				bimovohoon
321952		faineantises				bimovohoan
321953		faineantism				bomevehein
321954		faineants				bumiviun
321955		fained				ekeza
321956		fainer				okozeo
321957		faines				bemai
321958		fainest				ekezaet
321959		faineth				bemavun
321960		faing				bimom
321961		faining				ekeziat
321962		fainites				ekeziban
321963		fainits				okozua
321964		fainly				ikizia
321965		fainne				ukuzot
321966		fainnes				ukuzeo
321967		fainness				ukuzezet
321968		fainnesses				ikizazin
321969		fains				bomeq
321970		fainsilb				bemaqoin
321971		faint				okozaa
321972		fainted				bamuwin
321973		faintee				akaziat
321974		fainten				bimowu
321975		faintened				okozaza
321976		faintening				okozazat
321977		faintens				bimoweot
321978		fainter				bemawat
321979		fainters				bemawue
321980		faintest				bamuwio
321981		fainteth				ekezuzan
321982		faintful				ekezumun
321983		fainthea				bomewoon
321984		faintheart				bomewoun
321985		fainthearted				ekezurotin
321986		faintheartedly				bemawepoan
321987		faintheartedness				bomewopion
321988		faintheartednesses				bemawepoot
321989		faintheartednesss				bomewopian
321990		fainthood				ekezure
321991		faintier				bemawou
321992		faintiest				bamuweon
321993		faintified				okozasan
321994		fainting				bamuwei
321995		faintingly				ekezusa
321996		faintingness				okozasesin
321997		faintings				bamuweat
321998		faintise				ekezusan
321999		faintish				bomewiat
322000		faintishness				ukuzosita
322001		faintishnesses				ikizesotun
322002		faintishnesss				ukuzositen
322003		faintless				bumiwie
322004		faintlier				akazizo
322005		faintliest				ukuzozun
322006		faintling				ukuzoze
322007		faintly				bomewet
322008		faintnes				bimowuot
322009		faintness				bimowuo
322010		faintnesses				bomewipae
322011		faints				okozu
322012		faintsome				ekezuwun
322013		faintward				ekezukan
322014		fainty				ukuzota
322015		fainu				bemab
322016		fainuaadhanuhuraa				ikizorapin
322017		faipule				ikifoan
322018		faiq				ekeh
322019		fair				bami
322020		fairall				bimenin
322021		fairbair				bomareon
322022		fairbairn				akajera
322023		fairbank				bimeroot
322024		fairbanked				okojiren
322025		fairbanking				okojirepe
322026		fairbankite				okojirepan
322027		fairbanks				bimeroo
322028		fairbanksian				okojirepea
322029		fairbankss				bimeroet
322030		fairbody				bumorei
322031		fairborn				ekejohan
322032		fairborns				ekejohun
322033		fairbourne				ukujahan
322034		fairbrass				bomaroi
322035		fairbridge				ekejoqe
322036		fairbrother				ikijuqigo
322037		fairburn				ikijudun
322038		fairburns				ikijudu
322039		fairbury				bomaraet
322040		fairburys				bomarai
322041		fairchan				bumosuat
322042		fairchance				bimesio
322043		fairchances				bimesiseet
322044		fairchil				bumosue
322045		fairchild				ukujeran
322046		fairchildite				bomasotia
322047		fairchildren				ekejirafo
322048		fairchilds				ukujerun
322049		faircloth				ekejize
322050		fairclough				bemusaet
322051		faircloughian				akajozakin
322052		faird				akaji
322053		fairdale				bimetou
322054		fairdales				bimetoot
322055		fairdom				akajie
322056		faire				bumov
322057		faired				ukuju
322058		faireism				bomavii
322059		fairer				akajan
322060		faires				bumoen
322061		fairest				ukujiaa
322062		fairey				bemuon
322063		fairfaced				bemulae
322064		fairfax				bamila
322065		fairfaxian				ukujirun
322066		fairfiel				bumolae
322067		fairfield				ukujisan
322068		fairfieldite				bomalipia
322069		fairfields				ukujisun
322070		fairfolk				bemulia
322071		fairford				ukujihon
322072		fairgate				ekejeri
322073		fairgoer				ikijihe
322074		fairgoers				ikijihin
322075		fairgoing				okojohat
322076		fairgrass				ikijiqin
322077		fairground				akajaqet
322078		fairgrounds				akajaqaki
322079		fairgrove				bemumeot
322080		fairhaired				ekejore
322081		fairhall				ukujari
322082		fairhanded				bomanean
322083		fairhandedly				ikijuropo
322084		fairhandedness				ukujaripot
322085		fairhaven				okojirena
322086		fairhead				baminia
322087		fairheaded				ukujazet
322088		fairholme				bimenaet
322089		fairhood				bumoneun
322090		fairhope				bimenaa
322091		fairhopes				bimenaen
322092		fairhurst				akajedo
322093		fairian				ukujeen
322094		fairie				bumoet
322095		fairier				akajoe
322096		fairies				bumoria
322097		fairiest				ukujezet
322098		fairily				ekejii
322099		fairing				ukujeon
322100		fairings				ukujefan
322101		fairingses				ikijafo
322102		fairish				ekejian
322103		fairisher				bamirei
322104		fairishest				bumoraot
322105		fairishly				bemuroo
322106		fairishness				bomarisaot
322107		fairisle				ikijawe
322108		fairism				bimerot
322109		fairkeeper				bimeteo
322110		fairland				okojoraa
322111		fairlands				okojoren
322112		fairlawn				bamivuen
322113		fairlawns				bamivuon
322114		fairlead				bimeveu
322115		fairleader				ikijize
322116		fairleaders				ikijizapin
322117		fairleads				bimeveot
322118		fairlee				okojou
322119		fairlees				okojozota
322120		fairleig				ukujuzi
322121		fairleigh				bumovoot
322122		fairley				akajaun
322123		fairlie				ikijiat
322124		fairlier				bimevua
322125		fairliest				bomaviat
322126		fairlight				akajason
322127		fairlike				okojosen
322128		fairling				bomaviun
322129		fairlop				bomavon
322130		fairly				ekejen
322131		fairm				bimez
322132		fairmaid				ukujaret
322133		fairman				okojiot
322134		fairmead				ikijuzan
322135		fairmile				ekejosat
322136		fairminded				ukujasan
322137		fairmindedly				bumozahio
322138		fairmindedness				bamizehuot
322139		fairmont				bomazuan
322140		fairmonts				bomazuun
322141		fairmount				bemuzia
322142		fairmounts				bemuzien
322143		fairness				okojuza
322144		fairnesses				ekejizun
322145		fairnitickle				ukujesuva
322146		fairnitickles				ukujesuven
322147		fairniticle				akajosavi
322148		fairniticles				akajosavat
322149		fairnytickle				ekejimevo
322150		fairnytickles				ekejimevet
322151		fairnyticle				okojumovan
322152		fairnyticles				okojumovun
322153		fairoaks				bomafei
322154		fairoakss				bomafeat
322155		fairplay				bimehoot
322156		fairplays				bimehoo
322157		fairport				ukujihona
322158		fairports				ukujihan
322159		fairs				bamiq
322160		fairship				bomaqoat
322161		fairsies				bumoqaat
322162		fairsome				bumoqeat
322163		fairstead				bumoqean
322164		fairstein				bemuqiot
322165		fairthorpe				bimewion
322166		fairtime				okojaso
322167		fairton				bumowan
322168		fairtons				bumoweun
322169		fairtrade				akajiqu
322170		fairview				ekejesi
322171		fairviews				ekejesat
322172		fairwater				bimegoot
322173		fairwaters				bimegoo
322174		fairway				bemugan
322175		fairways				bemugaun
322176		fairweather				ikijuzagot
322177		fairwood				okojiha
322178		fairy				bomal
322179		fairybells				ukujosan
322180		fairybook				ekejusun
322181		fairycake				bemuloe
322182		fairycore				ukujotet
322183		fairydom				okojava
322184		fairydoms				okojaven
322185		fairyfloss				bumoloa
322186		fairyflosses				bimelepoun
322187		fairyflosss				bumolopien
322188		fairyfly				bumoloun
322189		fairyfolk				bimeleon
322190		fairyhood				bemuleot
322191		fairyhoods				bemuleo
322192		fairyish				ikijesu
322193		fairyism				bamileet
